id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price,
9602,Canad Inns Brandon,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi']",1125 18th St Brandon Manitoba,Canada,Kimberley British Columbia,"(49.842194, -99.9618249)",300.0,
9603,Travelodge by Wyndham Brandon,3.0,Average,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Multilingual Staff', 'Breakfast Available', 'Kids pool', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Golf Course', 'Kitchenette']",210 18th St N Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8869334, -99.9620414)",99.0,
9604,Keystone Motor Inn,0.0,Bad,[''],1050 18th St Brandon Manitoba,Canada,Kimberley British Columbia,"(49.842194, -99.9618249)",98.0,
9605,Comfort Inn Swift Current,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Breakfast included', 'Air conditioning', 'Wheelchair Access', 'Business Centre with Internet Access', 'Microwave', 'Free High Speed Internet (WiFi)', 'Tennis Court', 'Non-smoking rooms', 'Breakfast Available', 'Golf Course', 'Free parking', 'Public Wifi']",1510 South Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.3040393, -107.7787414)",300.0,
9606,Holiday Inn Express Hotel & Suites Swift Current,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Breakfast included', 'Heated pool', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool']",1301 N. Service Road Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",300.0,
9607,Motel 6 Swift Current,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Wheelchair Access', 'Accessible rooms', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Multilingual Staff', 'Free parking', 'Kitchenette']",1185 5th Ave NE Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2919112, -107.7936424)",300.0,
9608,Safari Inn Motel,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Smoking rooms available', 'Microwave', 'Free parking']",810 South Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.3040393, -107.7787414)",300.0,
9609,Widus Inn,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Microwave', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Free parking']",1180 6th Ave NE Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2850932, -107.792041)",300.0,
9610,Super 8 by Wyndham Swift Current,3.5,Very good,"['Non-smoking hotel', 'Microwave', 'Breakfast included', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9611,Coast Swift Current Hotel,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Golf Course', 'Public Wifi', 'Kitchenette']",905 North Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2980383, -107.7983694)",93.0,
9612,Days Inn by Wyndham Swift Current,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Breakfast included', 'Banquet Room', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Sauna', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool']",105 George St W Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.29529, -107.8019396)",300.0,
9613,Country Comfort Bed & Breakfast,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi']",RR#1 Wymark Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.107233, -107.7362337)",300.0,
9614,Country Lane Inn & Suites,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Sauna', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Indoor pool', 'Public Wifi']",160 Begg Street West Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",300.0,
9616,Caravel Motel,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Free parking', 'Free High Speed Internet (WiFi)']",705 North Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2980383, -107.7983694)",300.0,
9617,Paradise Inn & Conference Centre,3.0,Average,"['Bar/Lounge', 'Business Centre with Internet Access', 'Airport transportation', 'Breakfast included', 'Banquet Room', 'Restaurant', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Shuttle Bus Service', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service']",11201 Grande Prairie Alberta,Canada,Kimberley British Columbia,"(55.1709919, -118.7948882)",300.0,
9618,SkyView Swift Current,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Free High Speed Internet (WiFi)', 'Tennis Court', 'Meeting rooms', 'Non-smoking rooms', 'Suites', 'Free parking', 'Breakfast included']",605 North Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2980383, -107.7983694)",300.0,
9619,Travelodge Swift Current,2.5,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Restaurant', 'Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Pool', 'Smoking rooms available', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking rooms', 'Multilingual Staff', 'Indoor pool', 'Microwave', 'Free parking']",1150 South Service Road East Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.3040393, -107.7787414)",300.0,
9620,Rainbow Motel,2.5,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking']",210 South Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.3040393, -107.7787414)",300.0,
9621,Westwind Motel,2.0,Poor,"['Restaurant', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Pool', 'Free parking', 'Public Wifi']",Highway #1 West Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",300.0,
9622,Pomeroy Inn & Suites Dawson Creek,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Banquet Room', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Tennis Court', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Golf Course', 'Public Wifi', 'Kitchenette']",540 Highway 2 Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7376903, -120.1613159)",179.0,
9623,Stonebridge Dawson Creek,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Restaurant', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Kitchenette']",500 Highway 2 Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7376903, -120.1613159)",169.0,
9624,Alahart RV Park,4.0,Very good,[''],1725 Alaska Ave ,Canada,Kimberley British Columbia,"(36.6193268114875, -87.4411769371625)",300.0,
9625,Days Inn by Wyndham Dawson Creek,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Air conditioning', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub']",640 122 Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7396861, -120.2179563)",135.0,
9626,Holiday Inn Express & Suites Dawson Creek,0.0,Bad,[''],12217 4 St Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7376916, -120.2116153)",160.0,
9627,Travelodge Dawson Creek,4.5,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Laundry Service', 'Refrigerator in room', 'Family Rooms', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi', 'Kitchenette']",10600 8 St Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7536259, -120.2246289)",130.0,
9628,Super 8 by Wyndham Dawson Creek,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Restaurant', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Kitchenette']",1440 Alaska Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",115.0,
9629,George Dawson Inn,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Airport transportation', 'Breakfast included', 'Accessible rooms', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Golf Course', 'Public Wifi']",11705 8 St Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7536259, -120.2246289)",300.0,
9630,Travellers Inn,3.5,Very good,"['Air conditioning', 'Laundry Service', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Public Wifi']",800 112 Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7487477, -120.2301084)",80.0,
9631,Aurora Park Inn & Suites,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Business Centre with Internet Access', 'Dry Cleaning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Smoking rooms available', 'Golf Course']",12004 8 St Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7536259, -120.2246289)",300.0,
9632,Comfort Inn Dawson Creek,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Sauna', 'Dry Cleaning', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Golf Course', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9633,Central Motel,4.0,Very good,[''],1301 Alaska Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9634,Ramada Limited Dawson Creek,2.5,Average,"['Restaurant', 'Non-smoking hotel', 'Business Centre with Internet Access', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Breakfast Available', 'Golf Course', 'Free parking', 'Breakfast included', 'Kitchenette']",1748 Alaska Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9635,Holiday Inn Kitchener,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Airport transportation', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Sauna', 'Dry Cleaning', 'Outdoor pool', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool']",30 Fairway Rd S Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4276875, -80.4334008)",81.0,
9636,Kitchener Inn and Suites,0.0,Bad,[''],4355 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.406577, -80.395666)",99.0,
9637,The Walper Hotel,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Minibar', 'Concierge', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Dry Cleaning', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Public Wifi']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9638,Quality Inn Kitchener,4.0,Very good,"['Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Wheelchair Access', 'Sauna', 'Dry Cleaning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Business Centre with Internet Access', 'Non-smoking rooms', 'Hot Tub', 'Airport transportation', 'Microwave', 'Free parking', 'Breakfast included']",2899 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.42904245, -80.4369158212131)",104.0,
9639,Crowne Plaza Kitchener-Waterloo,4.0,Very good,"['Bar/Lounge', 'Business Centre with Internet Access', 'Concierge', 'Banquet Room', 'Restaurant', 'Heated pool', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Laundry Service', 'Sauna', 'Dry Cleaning', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Pool']",105 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4485229, -80.4873922230769)",153.0,
9640,Knights Inn Kitchener,0.0,Bad,[''],1455 Weber St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.431621, -80.438657)",72.0,
9641,Howard Johnson by Wyndham Kitchener Conestoga,2.0,Poor,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Airport transportation', 'Microwave', 'Breakfast included', 'Banquet Room', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Suites', 'Multilingual Staff', 'Free parking', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Golf Course']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9642,Fairway Inn & Suites,2.0,Poor,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Room service', 'Airport transportation', 'Microwave', 'Free parking', 'Kitchenette']",2933 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4289111, -80.4349298)",80.0,
9643,Forest Hill Bed and Breakfast,5.0,Excellent,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Suites']",78 Forest Hill Dr Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4303230730821, -80.5038890995096)",115.0,
9644,Frederick Street Inn,5.0,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi']",230 Frederick St Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4543749, -80.4808992)",300.0,
9645,Radisson Hotel Kitchener,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Shuttle Bus Service', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Pool', 'Public Wifi']",2960 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4292532, -80.4334451413477)",300.0,
9646,Residence & Conference Centre - Kitchener-Waterloo,0.0,Bad,[''],99 Conestoga College Blvd Kitchener Ontario,Canada,Kimberley British Columbia,"(43.3869089, -80.4119399)",300.0,
9647,Kitchener Motel,2.0,Poor,"['Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Free parking', 'Public Wifi']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9648,Mayflower Motel,2.0,Poor,"['Free parking', 'Non-smoking hotel', 'Free High Speed Internet (WiFi)']",1189 Victoria St N Kitchener Ontario,Canada,Kimberley British Columbia,"(43.46726775, -80.454225375)",75.0,
9649,Green Gables Guest House,0.0,Bad,[''],189 Queen St N Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4575345, -80.4826506)",300.0,
9650,Little City Farm,4.5,Excellent,[''], ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9651,Bingemans Camping Resort,2.5,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Children Activities (Kid / Family Friendly)', 'Pool', 'Free parking']",425 Bingemans Centre Dr Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4717915922804, -80.4490729398181)",300.0,
9652,BSA Regency,0.0,Bad,[''],3227 King St E ,Canada,Kimberley British Columbia,"(43.6502165, -79.3730276)",300.0,
9653,The Durnan's At 92,0.0,Bad,[''],92 Edgehill Dr ,Canada,Kimberley British Columbia,"(45.3789476906815, -63.2057836690163)",300.0,
9654,Sunbridge Crescent Bed & Breakfast,0.0,Bad,[''],11 Sunbridge Cres ,Canada,Kimberley British Columbia,"(43.4898478722934, -80.4800066752133)",300.0,
9655,Squamish Adventure Inn,4.5,Excellent,"['Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Kitchenette']",38220 Highway 99 Squamish British Columbia,Canada,Kimberley British Columbia,"(49.5189569, -123.2605325)",300.0,
9656,Mountain Retreat Hotel,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Microwave', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9657,Hotel Squamish,4.0,Very good,"['Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking']",37991 Second Ave Squamish British Columbia,Canada,Kimberley British Columbia,"(49.6987262, -123.1551799)",300.0,
9658,Executive Suites Hotel & Resort,4.5,Excellent,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Outdoor pool', 'Non-smoking rooms', 'Conference Facilities', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Kitchenette']",Executive Suites - Garibaldi S 40900 Tantalus Rd Squamish British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9659,Sunwolf,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Breakfast Available', 'Free parking', 'Kitchenette']",70002 Squamish Valley Road British Columbia,Canada,Kimberley British Columbia,"(49.7986352, -123.1566304)",300.0,
9660,Sandman Hotel & Suites Squamish,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Banquet Room', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Kitchenette']",Sandman 39400 Discovery Way Squamish British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9661,Sea to Sky Hotel and Conference Centre,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Concierge', 'Banquet Room', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Multilingual Staff', 'Free parking', 'Sauna', 'Non-smoking rooms', 'Conference Facilities', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub']",40330 Tantalus Rd Squamish British Columbia,Canada,Kimberley British Columbia,"(49.75827, -123.1342002)",300.0,
9662,Highlands B&B,5.0,Excellent,"['Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Refrigerator in room', 'Microwave', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Hot Tub', 'Suites', 'Golf Course', 'Free parking', 'Public Wifi', 'Kitchenette']",1012 Glacier View Drive British Columbia,Canada,Kimberley British Columbia,"(49.7442618933403, -123.105137760529)",300.0,
9663,Meadowbrook Bed & Breakfast,4.5,Excellent,"['Non-smoking hotel', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Hot Tub', 'Smoking rooms available', 'Free parking', 'Public Wifi', 'Accessible rooms']",41432 Meadow Avenue British Columbia,Canada,Kimberley British Columbia,"(49.1920429, -122.962385)",300.0,
9664,Squamish Oasis Hostel,4.0,Very good,[''],37978 2nd Ave Squamish British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9665,Whistler Squamish,4.5,Excellent,[''],40247 Diamondhead Road ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9666,Chieftain Hotel,2.5,Average,"['Bar/Lounge', 'Restaurant', 'Non-smoking hotel', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Non-smoking rooms', 'Golf Course', 'Free parking']",38005 Cleveland Ave Squamish British Columbia,Canada,Kimberley British Columbia,"(49.6985245, -123.1536669)",300.0,
9667,August Jack Motor Inn,3.5,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Wheelchair Access', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Free parking', 'Kitchenette']",37947 Cleveland Avenue Squamish British Columbia,Canada,Kimberley British Columbia,"(49.6975104692308, -123.154517017949)",120.0,
